Year,Award,Winner,Name,Film
2016,Actor in a Supporting Role,0,Mahershala Ali,Moonlight
2016,Actor in a Supporting Role,0,Jeff Bridges,Hell or High Water
2016,Actor in a Supporting Role,0,Lucas Hedges,Manchester by the Sea
2016,Actor in a Supporting Role,0,Dev Patel,Lion
2016,Actor in a Supporting Role,0,Michael Shannon,Nocturnal Animals
2016,Actress in a Supporting Role,0,Viola Davis,Fences
2016,Actress in a Supporting Role,0,Naomie Harris,Moonlight
2016,Actress in a Supporting Role,0,Nicole Kidman,Lion
2016,Actress in a Supporting Role,0,Octavia Spencer,Hidden Figures
2016,Actress in a Supporting Role,0,Michelle Williams,Manchester by the Sea
